# t = 0.004
# 1:pos.x 2:pos.y 3:pos.z 4:n.x 5:n.y 6:n.z 7:area 8:cellWidthNormalToSurface 9:outsign 10:p 11:rho 12:T 13:velx 14:vely 15:velz 16:mu 17:a 18:Re 19:y+ 20:tau_wall_x 21:tau_wall_y 22:tau_wall_z 23:q_total 24:q_cond 25:q_diff
-9.8663403276599934e-02 1.6276569260331497e-02 0.0000000000000000e+00 9.8666393638804617e-01 -1.6277062582433485e-01 0.0000000000000000e+00 2.5344390041995274e-05 8.4735056319718265e-04 1 1.1317915179750272e+05 1.1495807070526106e-02 1.4436779332439799e+04 1.7189765206177191e+02 1.0419890762241816e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.6015412925141168e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8398006152473266e-02 1.7810846083922926e-02 0.0000000000000000e+00 9.8400988470828743e-01 -1.7811385908003560e-01 0.0000000000000000e+00 2.7733426062274044e-05 8.7890540689591640e-04 1 1.1227100954925217e+05 1.1417900314045097e-02 1.4422051700590322e+04 2.0599167258205591e+02 1.1380239754237973e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.6001585940789764e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8108751566142002e-02 1.9340804511198274e-02 0.0000000000000000e+00 9.8111725117558934e-01 -1.9341390706372602e-01 0.0000000000000000e+00 3.0115737869431648e-05 9.1204948923616358e-04 1 1.1130223489908250e+05 1.1336038175081393e-02 1.4405908270940801e+04 2.4282204041893363e+02 1.2317464469717670e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.5984476103978295e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.7795709649925205e-02 2.0866073590277708e-02 0.0000000000000000e+00 9.7798673713440332e-01 -2.0866706014415304e-01 0.0000000000000000e+00 3.2490747851012422e-05 9.4660709191013871e-04 1 1.1026648614715949e+05 1.1248810592125664e-02 1.4388515712075678e+04 2.8221293226704421e+02 1.3226836311122133e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.5965192401208874e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-3.9196347112286360e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397508e-05 1.5911220098560549e-03 1 5.4800559376159244e+03 7.1214545503947211e-04 1.1544245100402099e+04 4.7183770319694368e+03 0.0000000000000000e+00 0.0000000000000000e+00 9.2875531132961364e-05 3.2980097487343937e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-3.7867657379666478e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397647e-05 1.6023626005676026e-03 1 5.5352043267083945e+03 7.1809723526287093e-04 1.1563921879127143e+04 4.7146537316854246e+03 -7.1054273576010019e-15 0.0000000000000000e+00 9.2875531132961364e-05 3.3004204786320206e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-3.6538967647046602e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397369e-05 1.6108377403332304e-03 1 5.6115664577406233e+03 7.2696271507946986e-04 1.1578627062247308e+04 4.7021249380063618e+03 -5.3290705182007514e-15 0.0000000000000000e+00 9.2875531132961364e-05 3.3025354817364910e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-3.5210277914426727e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397647e-05 1.6165151564446561e-03 1 5.6634307224016666e+03 7.3394684948263579e-04 1.1575738854514571e+04 4.7063880795865680e+03 -1.4210854715202004e-14 0.0000000000000000e+00 9.2875531132961364e-05 3.3019857393212360e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-3.3881588181806852e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397508e-05 1.6193682449020792e-03 1 5.6477487376446525e+03 7.3292373206810277e-04 1.1563750963310164e+04 4.7216526883069764e+03 1.2434497875801753e-14 0.0000000000000000e+00 9.2875531132961364e-05 3.2999012487309906e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-3.2552898449186976e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397508e-05 1.6193758295276449e-03 1 5.6073334065015533e+03 7.2913179342787705e-04 1.1547160778492495e+04 4.7472218247028286e+03 -1.0991207943789050e-14 0.0000000000000000e+00 9.2875531132961364e-05 3.2968468795775070e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
