# t = 0.004
# 1:pos.x 2:pos.y 3:pos.z 4:n.x 5:n.y 6:n.z 7:area 8:cellWidthNormalToSurface 9:outsign 10:p 11:rho 12:T 13:velx 14:vely 15:velz 16:mu 17:a 18:Re 19:y+ 20:tau_wall_x 21:tau_wall_y 22:tau_wall_z 23:q_total 24:q_cond 25:q_diff
-9.9315835411539710e-02 1.1651553094558151e-02 0.0000000000000000e+00 9.9318845548132195e-01 -1.1651906238305355e-01 0.0000000000000000e+00 1.8142736439133579e-05 7.6423869957156863e-04 1 1.1542084368294690e+05 1.1695779678589266e-02 1.4471026845120849e+04 8.7280455284757096e+01 7.4396359535572469e+02 0.0000000000000000e+00 9.2875531132961364e-05 3.6035957961072413e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.9122373546822962e-02 1.3196549376691159e-02 0.0000000000000000e+00 9.9125377819832672e-01 -1.3196949347308512e-01 0.0000000000000000e+00 2.0548463823174056e-05 7.8979919991355033e-04 1 1.1475483997473033e+05 1.1634318561677398e-02 1.4461427091659200e+04 1.1250446332173834e+02 8.4504737721519382e+02 0.0000000000000000e+00 9.2875531132961364e-05 3.6033221297014607e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8904878590654555e-02 1.4738346039336984e-02 0.0000000000000000e+00 9.8907876271668560e-01 -1.4738792739851667e-01 0.0000000000000000e+00 2.2949209051394654e-05 8.1757834817828114e-04 1 1.1400559379776765e+05 1.1567958359086932e-02 1.4449883693519814e+04 1.4070915982893104e+02 9.4425943944649089e+02 0.0000000000000000e+00 9.2875531132961364e-05 3.6025644547390980e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8663403276599934e-02 1.6276569260331497e-02 0.0000000000000000e+00 9.8666393638804617e-01 -1.6277062582433485e-01 0.0000000000000000e+00 2.5344390041995274e-05 8.4735056319718265e-04 1 1.1317915179750272e+05 1.1495807070526106e-02 1.4436779332439799e+04 1.7189765206177191e+02 1.0419890762241816e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.6015412925141168e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8398006152473266e-02 1.7810846083922926e-02 0.0000000000000000e+00 9.8400988470828743e-01 -1.7811385908003560e-01 0.0000000000000000e+00 2.7733426062274044e-05 8.7890540689591640e-04 1 1.1227100954925217e+05 1.1417900314045097e-02 1.4422051700590322e+04 2.0599167258205591e+02 1.1380239754237973e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.6001585940789764e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8108751566142002e-02 1.9340804511198274e-02 0.0000000000000000e+00 9.8111725117558934e-01 -1.9341390706372602e-01 0.0000000000000000e+00 3.0115737869431648e-05 9.1204948923616358e-04 1 1.1130223489908250e+05 1.1336038175081393e-02 1.4405908270940801e+04 2.4282204041893363e+02 1.2317464469717670e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.5984476103978295e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.7795709649925205e-02 2.0866073590277708e-02 0.0000000000000000e+00 9.7798673713440332e-01 -2.0866706014415304e-01 0.0000000000000000e+00 3.2490747851012422e-05 9.4660709191013871e-04 1 1.1026648614715949e+05 1.1248810592125664e-02 1.4388515712075678e+04 2.8221293226704421e+02 1.3226836311122133e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.5965192401208874e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
