# t = 0.00399
# 1:pos.x 2:pos.y 3:pos.z 4:n.x 5:n.y 6:n.z 7:area 8:cellWidthNormalToSurface 9:outsign 10:p 11:rho 12:T 13:velx 14:vely 15:velz 16:mu 17:a 18:Re 19:y+ 20:tau_wall_x 21:tau_wall_y 22:tau_wall_z 23:q_total 24:q_cond 25:q_diff
-9.9315835411539710e-02 1.1651553094558151e-02 0.0000000000000000e+00 9.9318845548132195e-01 -1.1651906238305355e-01 0.0000000000000000e+00 1.8142736439133579e-05 7.6423869957156863e-04 1 1.1541100079594263e+05 1.1694946148627922e-02 1.4470883766500128e+04 8.7293365258787730e+01 7.4407363775484419e+02 0.0000000000000000e+00 9.2875531132961364e-05 3.6035785856699567e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.9122373546822962e-02 1.3196549376691159e-02 0.0000000000000000e+00 9.9125377819832672e-01 -1.3196949347308512e-01 0.0000000000000000e+00 2.0548463823174056e-05 7.8979919991355033e-04 1 1.1474371494441337e+05 1.1633432508697522e-02 1.4461256490566035e+04 1.1252334066850216e+02 8.4518916938859331e+02 0.0000000000000000e+00 9.2875531132961364e-05 3.6032930738454024e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8904878590654555e-02 1.4738346039336984e-02 0.0000000000000000e+00 9.8907876271668560e-01 -1.4738792739851667e-01 0.0000000000000000e+00 2.2949209051394654e-05 8.1757834817828114e-04 1 1.1399360697577029e+05 1.1567022114336975e-02 1.4449694517221897e+04 1.4073761360081841e+02 9.4445038467511165e+02 0.0000000000000000e+00 9.2875531132961364e-05 3.6025297466691923e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8663403276599934e-02 1.6276569260331497e-02 0.0000000000000000e+00 9.8666393638804617e-01 -1.6277062582433485e-01 0.0000000000000000e+00 2.5344390041995274e-05 8.4735056319718265e-04 1 1.1316575004940340e+05 1.1494772345728616e-02 1.4436565155527695e+04 1.7194041217495959e+02 1.0422482744756137e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.6014999919864740e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8398006152473266e-02 1.7810846083922926e-02 0.0000000000000000e+00 9.8400988470828743e-01 -1.7811385908003560e-01 0.0000000000000000e+00 2.7733426062274044e-05 8.7890540689591640e-04 1 1.1225777407336178e+05 1.1416943408839062e-02 1.4421821958701261e+04 2.0605044048154147e+02 1.1383486452405991e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.6001070984241610e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.8108751566142002e-02 1.9340804511198274e-02 0.0000000000000000e+00 9.8111725117558934e-01 -1.9341390706372602e-01 0.0000000000000000e+00 3.0115737869431648e-05 9.1204948923616358e-04 1 1.1128809333693686e+05 1.1335018370706542e-02 1.4405668274613121e+04 2.4288574797635346e+02 1.2320696118597721e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.5983909109610909e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-9.7795709649925205e-02 2.0866073590277708e-02 0.0000000000000000e+00 9.7798673713440332e-01 -2.0866706014415304e-01 0.0000000000000000e+00 3.2490747851012422e-05 9.4660709191013871e-04 1 1.1025665590103673e+05 1.1248167478801599e-02 1.4388328545417766e+04 2.8226436604296703e+02 1.3229246924021868e+03 0.0000000000000000e+00 9.2875531132961364e-05 3.5964686096685418e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
